城市ID,行政归属,城市简称,拼音
WTM1E0VJ94EK,浙江省/杭州市/桐庐县,浙江/杭州/桐庐,Tonglu
WTK8KSE02PBV,浙江省/杭州市/淳安县,浙江/杭州/淳安,Chunan
WTHZDQ9J3QQ3,浙江省/杭州市/建德市,浙江/杭州/建德,Jiande
WTQ3VZQP879N,浙江省/宁波市,浙江/宁波/宁波,Ningbo
WTQ3VU7BB6FN,浙江省/宁波市/海曙区,浙江/宁波/海曙,Haishu
WTQ6JCNY16W8,浙江省/宁波市/江北区,浙江/宁波/江北,Jiangbei
WTQDKB86YU3K,浙江省/宁波市/北仑区,浙江/宁波/北仑,Beilun
WTQD3U1Z3SDM,浙江省/宁波市/镇海区,浙江/宁波/镇海,Zhenhai
WTQ3TQRKQ701,浙江省/宁波市/鄞州区,浙江/宁波/鄞州,Yinzhou
WTQ2DT8GC08G,浙江省/宁波市/奉化区,浙江/宁波/奉化,Fenghua
WTNXTNXJ2Y63,浙江省/宁波市/象山县,浙江/宁波/象山,Xiangshan
WTNQE4Q8K5DE,浙江省/宁波市/宁海县,浙江/宁波/宁海,Ninghai
WTQ4UFF9RTER,浙江省/宁波市/余姚市,浙江/宁波/余姚,Yuyao
WTQ5WSKBZXXU,浙江省/宁波市/慈溪市,浙江/宁波/慈溪,Cixi
WSVZ695PCF71,浙江省/温州市,浙江/温州/温州,Wenzhou
WSVZ3KXMRYFJ,浙江省/温州市/鹿城区,浙江/温州/鹿城,Lucheng
WSVYVJ955QS4,浙江省/温州市/龙湾区,浙江/温州/龙湾,Longwan
WSVZ0EF4XCF7,浙江省/温州市/瓯海区,浙江/温州/瓯海,Ouhai
WSYNKF69X852,浙江省/温州市/洞头区,浙江/温州/洞头,Dongtou
WTJB4HS3XU64,浙江省/温州市/永嘉县,浙江/温州/永嘉,Yongjia
WSVTRTHMKTU5,浙江省/温州市/平阳县,浙江/温州/平阳,Pingyang
WSVS7Y0X57DC,浙江省/温州市/苍南县,浙江/温州/苍南,Cangnan
WSVQH3PW4Z3D,浙江省/温州市/文成县,浙江/温州/文成,Wencheng
WSVHU6CQYHW0,浙江省/温州市/泰顺县,浙江/温州/泰顺,Taishun
WSVY110N4XR6,浙江省/温州市/瑞安市,浙江/温州/瑞安,Ruian
WTN002CJ5K0D,浙江省/温州市/乐清市,浙江/温州/乐清,Yueqing
WTMYGTZ7WZMY,浙江省/嘉兴市,浙江/嘉兴/嘉兴,Jiaxing
WTMYUMUKSM74,浙江省/嘉兴市/南湖区,浙江/嘉兴/南湖,Nanhu
WTMZ49N98592,浙江省/嘉兴市/秀洲区,浙江/嘉兴/秀洲,Xiuzhou
WTMZX85620Z4,浙江省/嘉兴市/嘉善县,浙江/嘉兴/嘉善,Jiashan
WTQJ8MC45K2X,浙江省/嘉兴市/海盐县,浙江/嘉兴/海盐,Haiyan
WTMVDJU6PU6P,浙江省/嘉兴市/海宁市,浙江/嘉兴/海宁,Haining
WTQN9UU06QU3,浙江省/嘉兴市/平湖市,浙江/嘉兴/平湖,Pinghu
WTMWR8H2STU5,浙江省/嘉兴市/桐乡市,浙江/嘉兴/桐乡,Tongxiang
WTMRU3PTDC3X,浙江省/湖州市,浙江/湖州/湖州,Huzhou
WTMRWCC28EGN,浙江省/湖州市/吴兴区,浙江/湖州/吴兴,Wuxing
WTMXS06SWBWE,浙江省/湖州市/南浔区,浙江/湖州/南浔,Nanxun
WTMM9VZ6PS7X,浙江省/湖州市/德清县,浙江/湖州/德清,Deqing
WTT22RH887PG,浙江省/湖州市/长兴县,浙江/湖州/长兴,Changxing
WTMN72H2DJU5,浙江省/湖州市/安吉县,浙江/湖州/安吉,Anji
WTMDXTK6STK4,浙江省/绍兴市,浙江/绍兴/绍兴,Shaoxing
WTMDXGDTS1BB,浙江省/绍兴市/越城区,浙江/绍兴/越城,Yuecheng
WTMEJ7UZ1MF4,浙江省/绍兴市/柯桥区,浙江/绍兴/柯桥,Keqiao
WTMFY6YC7JSR,浙江省/绍兴市/上虞区,浙江/绍兴/上虞,Shangyu
WTJZZ4K9YNTF,浙江省/绍兴市/新昌县,浙江/绍兴/新昌,Xinchang
WTM3PFKGD19C,浙江省/绍兴市/诸暨市,浙江/绍兴/诸暨,Zhuji
WTMBM2F7YP9T,浙江省/绍兴市/嵊州市,浙江/绍兴/嵊州,Shengzhou
WTJJ6TY7R0FK,浙江省/金华市,浙江/金华/金华,Jinhua
WTJJ2Z9CP0HZ,浙江省/金华市/婺城区,浙江/金华/婺城,Wucheng
WTJJE9F5QTST,浙江省/金华市/金东区,浙江/金华/金东,Jindong
WTJHQT468Q7X,浙江省/金华市/武义县,浙江/金华/武义,Wuyi
WTJPXCJYWMYU,浙江省/金华市/浦江县,浙江/金华/浦江,Pujiang
WTJTK2QKW2KX,浙江省/金华市/磐安县,浙江/金华/磐安,Panan
WTHYNPKFFDZ9,浙江省/金华市/兰溪市,浙江/金华/兰溪,Lanxi
WTJQSMBKCGCH,浙江省/金华市/义乌市,浙江/金华/义乌,Yiwu
WTJQXFKB659G,浙江省/金华市/东阳市,浙江/金华/东阳,Dongyang
WTJK7M54TWQZ,浙江省/金华市/永康市,浙江/金华/永康,Yongkang
WTHS8FW3RYBK,浙江省/衢州市,浙江/衢州/衢州,Quzhou
WTHSBF5GZDBN,浙江省/衢州市/柯城区,浙江/衢州/柯城,Kecheng
WTHSF7DHTZE9,浙江省/衢州市/衢江区,浙江/衢州/衢江,Qujiang
WTHK2VPDSNMR,浙江省/衢州市/常山县,浙江/衢州/常山,Changshan
WTHJWWYY9CXF,浙江省/衢州市/开化县,浙江/衢州/开化,Kaihua
WTHTPUBBN20R,浙江省/衢州市/龙游县,浙江/衢州/龙游,Longyou
WTH7E3B2YK6Y,浙江省/衢州市/江山市,浙江/衢州/江山,Jiangshan
WTQFSTR6DMK4,浙江省/舟山市,浙江/舟山/舟山,Zhoushan
WTQFF2YX0JWG,浙江省/舟山市/定海区,浙江/舟山/定海,Dinghai
WTQFRH0PKS9T,浙江省/舟山市/普陀区,浙江/舟山/普陀,Putuo
WTQUHDZ742SN,浙江省/舟山市/岱山县,浙江/舟山/岱山,Daishan
WTRNF6JR5Z1W,浙江省/舟山市/嵊泗县,浙江/舟山/嵊泗,Shengsi
WTN74CS48NB0,浙江省/台州市,浙江/台州/台州,Taizhou
WTN75JN9H56X,浙江省/台州市/椒江区,浙江/台州/椒江,Jiaojiang
WTN4ZXD47G1F,浙江省/台州市/黄岩区,浙江/台州/黄岩,Huangyan
WTN6D4F4WFPU,浙江省/台州市/路桥区,浙江/台州/路桥,Luqiao
WTNMDJ4HQCRY,浙江省/台州市/三门县,浙江/台州/三门,Sanmen
WTNJDNGQE3SF,浙江省/台州市/天台县,浙江/台州/天台,Tiantai
WTJU5R8GUYHF,浙江省/台州市/仙居县,浙江/台州/仙居,Xianju
WTN33UDGJZR3,浙江省/台州市/温岭市,浙江/台州/温岭,Wenling
WTNHH5UZKTCC,浙江省/台州市/临海市,浙江/台州/临海,Linhai
WTN0N8UVPSPF,浙江省/台州市/玉环市,浙江/台州/玉环,Yuhuan
WTJ3BG5J683H,浙江省/丽水市,浙江/丽水/丽水,Lishui
WTJ3BE42ZV8K,浙江省/丽水市/莲都区,浙江/丽水/莲都,Liandou
WTJ81H91XHK6,浙江省/丽水市/青田县,浙江/丽水/青田,Qingtian
WTJ6UR863G14,浙江省/丽水市/缙云县,浙江/丽水/缙云,Jinyun
WTHFDN3Z06MV,浙江省/丽水市/遂昌县,浙江/丽水/遂昌,Suichang
WTHCYG4TMB3H,浙江省/丽水市/松阳县,浙江/丽水/松阳,Songyang
WSVPBZH4YGYJ,浙江省/丽水市/云和县,浙江/丽水/云和,Yunhe
WSUTJH1D4J1V,浙江省/丽水市/庆元县,浙江/丽水/庆元,Qingyuan
WSVP4JXGM413,浙江省/丽水市/景宁畲族自治县,浙江/丽水/景宁,Jingning
WSUXWZGCF5QK,浙江省/丽水市/龙泉市,浙江/丽水/龙泉,Longquan
WTEMH46Z5N09,安徽省/合肥市,安徽/合肥/合肥,Hefei
WTEMJRCVVPNG,安徽省/合肥市/瑶海区,安徽/合肥/瑶海,Yaohai
WTEMK79QR10U,安徽省/合肥市/庐阳区,安徽/合肥/庐阳,Luyang
WTEMHNWW0T6B,安徽省/合肥市/蜀山区,安徽/合肥/蜀山,Shushan
WTEKVK45X268,安徽省/合肥市/包河区,安徽/合肥/包河,Baohe
WTG2F2B9DYU6,安徽省/合肥市/长丰县,安徽/合肥/长丰,Changfeng
WTET35E43QSX,安徽省/合肥市/肥东县,安徽/合肥/肥东,Feidong
WTEK6Q2W6US6,安徽省/合肥市/肥西县,安徽/合肥/肥西,Feixi
WTE3UBBSQN4R,安徽省/合肥市/庐江县,安徽/合肥/庐江,Lujiang
WTEGF0W764FN,安徽省/合肥市/巢湖市,安徽/合肥/巢湖,Chaohu
WTS4JZ3WMZMC,安徽省/芜湖市,安徽/芜湖/芜湖,Wuhu
WTS4MC9MZDPC,安徽省/芜湖市/镜湖区,安徽/芜湖/镜湖,Jinghu
WTS4JS2RHCZP,安徽省/芜湖市/弋江区,安徽/芜湖/弋江,Yijiang
WTS4MYYQ3PU2,安徽省/芜湖市/鸠江区,安徽/芜湖/鸠江,Jiujiang
WTS1E5SRHQ7U,安徽省/芜湖市/三山区,安徽/芜湖/三山,Sanshan
WTS34NSJCKB5,安徽省/芜湖市/芜湖县,安徽/芜湖/芜湖县,Wuhuxian
WTS0C9YW5EUJ,安徽省/芜湖市/繁昌县,安徽/芜湖/繁昌,Fanchang
WTKPUSV60CG0,安徽省/芜湖市/南陵县,安徽/芜湖/南陵,Nanling
WTEF53FXXNUU,安徽省/芜湖市/无为县,安徽/芜湖/无为,Wuwei
WTG7R0CSBHZ9,安徽省/蚌埠市,安徽/蚌埠/蚌埠,Bengbu
WTG7RJRKC1JS,安徽省/蚌埠市/龙子湖区,安徽/蚌埠/龙子湖,Longzihu
WTG7QTS5ZCZY,安徽省/蚌埠市/蚌山区,安徽/蚌埠/蚌山,Bangshan
WTG7Q4CZWYZ0,安徽省/蚌埠市/禹会区,安徽/蚌埠/禹会,Yuhui
WTG7W3QPX264,安徽省/蚌埠市/淮上区,安徽/蚌埠/淮上,Huaishang
WTG7D6PB5VKY,安徽省/蚌埠市/怀远县,安徽/蚌埠/怀远,Huaiyuan
WTGUD6V8EPFU,安徽省/蚌埠市/五河县,安徽/蚌埠/五河,Wuhe
WTGMT9TZ44HQ,安徽省/蚌埠市/固镇县,安徽/蚌埠/固镇,Guzhen
WTG1WKHG98G5,安徽省/淮南市,安徽/淮南/淮南,Huainan
WTG1XKXRXCUK,安徽省/淮南市/大通区,安徽/淮南/大通,Datong
WTG1WXT7P1DE,安徽省/淮南市/田家庵区,安徽/淮南/田家庵,Tianjiaan
WTG17P43HDN1,安徽省/淮南市/谢家集区,安徽/淮南/谢家集,Xiejiaji
WTG1DKZB05SG,安徽省/淮南市/八公山区,安徽/淮南/八公山,Bagongshan
WTG46R3TR6CK,安徽省/淮南市/潘集区,安徽/淮南/潘集,Panji
WTG400BGM1U4,安徽省/淮南市/凤台县,安徽/淮南/凤台,Fengtai
WTG137H870PQ,安徽省/淮南市/寿县,安徽/淮南/寿县,Shouxian
WTSK2DC1FHK3,安徽省/马鞍山市,安徽/马鞍山/马鞍山,Maanshan
WTSK2NZB4F92,安徽省/马鞍山市/花山区,安徽/马鞍山/花山,Huashan
WTSK0RUJXNMJ,安徽省/马鞍山市/雨山区,安徽/马鞍山/雨山,Yushan
WTSE832M8GRH,安徽省/马鞍山市/博望区,安徽/马鞍山/博望,Bowang
WTS72PD80470,安徽省/马鞍山市/当涂县,安徽/马鞍山/当涂,Dangtu
WTEURQMY3KWD,安徽省/马鞍山市/含山县,安徽/马鞍山/含山,Hanshan
WTSHMW6QKUT4,安徽省/马鞍山市/和县,安徽/马鞍山/和县,Hexian
WW511U7JJ68Q,安徽省/淮北市,安徽/淮北/淮北,Huaibei
WW516K5Z0HHM,安徽省/淮北市/杜集区,安徽/淮北/杜集,Duji
WW511W7NGXEQ,安徽省/淮北市/相山区,安徽/淮北/相山,Xiangshan
WW50F48Y0143,安徽省/淮北市/烈山区,安徽/淮北/烈山,Lieshan
WW50CNVQ64QC,安徽省/淮北市/濉溪县,安徽/淮北/濉溪,Suixi
WT7ZCN9UKCZS,安徽省/铜陵市,安徽/铜陵/铜陵,Tongling
WTEB1B0QM30H,安徽省/铜陵市/铜官区,安徽/铜陵/铜官,Tongguan
WTEB071JWRYP,安徽省/铜陵市/义安区,安徽/铜陵/义安,Yian
WT7ZBEHWGP9G,安徽省/铜陵市/郊区,安徽/铜陵/郊区,Jiaoqu
WT7QDUY2MYY1,安徽省/铜陵市/枞阳县,安徽/铜陵/枞阳,Zongyang
WT7JXTC4NSMZ,安徽省/安庆市,安徽/安庆/安庆,Anqing
WT7M86G5V7M9,安徽省/安庆市/迎江区,安徽/安庆/迎江,Yingjiang
WT7JYF8EW2Y7,安徽省/安庆市/大观区,安徽/安庆/大观,Daguan
WT7JZB7C371F,安徽省/安庆市/宜秀区,安徽/安庆/宜秀,Yixiu
WT7NF83HBR41,安徽省/安庆市/怀宁县,安徽/安庆/怀宁,Huaining
WT6YK858TVGG,安徽省/安庆市/潜山市,安徽/安庆/潜山,Qianshan
WT6TJG95X75S,安徽省/安庆市/太湖县,安徽/安庆/太湖,Taihu
WT6ED2SH2P7E,安徽省/安庆市/宿松县,安徽/安庆/宿松,Susong
WT6GRHGZCP1F,安徽省/安庆市/望江县,安徽/安庆/望江,Wangjiang
WT6XX856R8B4,安徽省/安庆市/岳西县,安徽/安庆/岳西,Yuexi
WTE0TK2RKE82,安徽省/安庆市/桐城市,安徽/安庆/桐城,Tongcheng
WTK1H2DTJ1U4,安徽省/黄山市,安徽/黄山/黄山,Huangshan
WTK1HDM78CE1,安徽省/黄山市/屯溪区,安徽/黄山/屯溪,Tunxi
WTKH25GWK92K,安徽省/黄山市/黄山区,安徽/黄山/黄山区,Huangshanqu
WTK1SWQ6KSMG,安徽省/黄山市/徽州区,安徽/黄山/徽州,Huizhou
WTK1YVWJ7586,安徽省/黄山市/歙县,安徽/黄山/歙县,Shexian
WTK13M211D6G,安徽省/黄山市/休宁县,安徽/黄山/休宁,Xiuning
WT7F78D4BHMK,安徽省/黄山市/黟县,安徽/黄山/黟县,Yixian
WT79YV9J6GD4,安徽省/黄山市/祁门县,安徽/黄山/祁门,Qimen
WTSPU2JCPU6T,安徽省/滁州市,安徽/滁州/滁州,Chuzhou
WTSPEZRV0DD3,安徽省/滁州市/琅琊区,安徽/滁州/琅琊,Langya
WTSPGVC6CSNS,安徽省/滁州市/南谯区,安徽/滁州/南谯,Nanqiao
WTU0WGQ4GN2M,安徽省/滁州市/来安县,安徽/滁州/来安,Laian
WTSNE79S49XY,安徽省/滁州市/全椒县,安徽/滁州/全椒,Quanjiao
WTG9J9USVXX2,安徽省/滁州市/定远县,安徽/滁州/定远,Dingyuan
WTGDGRGCES45,安徽省/滁州市/凤阳县,安徽/滁州/凤阳,Fengyang
WTUD5BV5KCZ6,安徽省/滁州市/天长市,安徽/滁州/天长,Tianchang
WTGFKXQMM6BH,安徽省/滁州市/明光市,安徽/滁州/明光,Mingguang
WTF75T383SE2,安徽省/阜阳市,安徽/阜阳/阜阳,Fuyang
WTF754S5EV8V,安徽省/阜阳市/颍州区,安徽/阜阳/颍州,Yingzhou
WTF7HRBMJFDV,安徽省/阜阳市/颍东区,安徽/阜阳/颍东,Yingdong
WTF774JHUPCK,安徽省/阜阳市/颍泉区,安徽/阜阳/颍泉,Yingquan
WTCUNS4QXWU9,安徽省/阜阳市/临泉县,安徽/阜阳/临泉,Linquan
WTFHWYRVM20T,安徽省/阜阳市/太和县,安徽/阜阳/太和,Taihe
WTF1WH4G90Y7,安徽省/阜阳市/阜南县,安徽/阜阳/阜南,Funan
WTF9TU15X2GE,安徽省/阜阳市/颍上县,安徽/阜阳/颍上,Yingshang
WTFJ0EHJ0C17,安徽省/阜阳市/界首市,安徽/阜阳/界首,Jieshou
WTGPMFNHZW6H,安徽省/宿州市,安徽/宿州/宿州,Suzhou
WTGPMU22MZ76,安徽省/宿州市/埇桥区,安徽/宿州/埇桥,Yongqiao
WW4EZ9GRP901,安徽省/宿州市/砀山县,安徽/宿州/砀山,Dangshan
WW54KY3BFMZ3,安徽省/宿州市/萧县,安徽/宿州/萧县,Xiaoxian
WTGWFGT6CT2C,安徽省/宿州市/灵璧县,安徽/宿州/灵璧,Lingbi
WTGY6QVE5H6G,安徽省/宿州市/泗县,安徽/宿州/泗县,Sixian
WTDUEP89WV0P,安徽省/六安市,安徽/六安/六安,Luan
WTDUEU1VNR0U,安徽省/六安市/金安区,安徽/六安/金安,Jinan
WTDUD6N3923E,安徽省/六安市/裕安区,安徽/六安/裕安,Yuan
WTDMMBFJSUSW,安徽省/六安市/叶集区,安徽/六安/叶集,Yeji
WTDXVV3PZKGD,安徽省/六安市/霍邱县,安徽/六安/霍邱,Huoqiu
WTE5HBCY43PQ,安徽省/六安市/舒城县,安徽/六安/舒城,Shucheng
WTDKMY6Q7U8F,安徽省/六安市/金寨县,安徽/六安/金寨,Jinzhai
WTDDXHHYM2NZ,安徽省/六安市/霍山县,安徽/六安/霍山,Huoshan
WW42DDHQT937,安徽省/亳州市,安徽/亳州/亳州,Bozhou
WW42DRPXTXVB,安徽省/亳州市/谯城区,安徽/亳州/谯城,Qiaocheng
WTFWSWHU4KCH,安徽省/亳州市/涡阳县,安徽/亳州/涡阳,Guoyang
WTFVK8EEVCEB,安徽省/亳州市/蒙城县,安徽/亳州/蒙城,Mengcheng
WTFSS4Y28PZU,安徽省/亳州市/利辛县,安徽/亳州/利辛,Lixin
WT7W3R63DQMH,安徽省/池州市,安徽/池州/池州,Chizhou
WT7WE4YHS47Y,安徽省/池州市/贵池区,安徽/池州/贵池,Guichi
WT75NZE35WSM,安徽省/池州市/东至县,安徽/池州/东至,Dongzhi
WT7ECM6K62M1,安徽省/池州市/石台县,安徽/池州/石台,Shitai
WT7Y3EXV0N15,安徽省/池州市/青阳县,安徽/池州/青阳,Qingyang
WTS2N4R0GD1V,安徽省/宣城市,安徽/宣城/宣城,Xuancheng
WTS2N4PBR954,安徽省/宣城市/宣州区,安徽/宣城/宣州,Xuanzhou
WTS9PG0CQK87,安徽省/宣城市/郎溪县,安徽/宣城/郎溪,Langxi
WTKZV3NVX9MZ,安徽省/宣城市/广德县,安徽/宣城/广德,Guangde
WTKNWKB0RYYC,安徽省/宣城市/泾县,安徽/宣城/泾县,Jingxian
WTK74F1FKQ38,安徽省/宣城市/绩溪县,安徽/宣城/绩溪,Jixi
WTKK30QCV1JG,安徽省/宣城市/旌德县,安徽/宣城/旌德,Jingde
WTKW72N8DVY5,安徽省/宣城市/宁国市,安徽/宣城/宁国,Ningguo
WSSU6EXX52RE,福建省/福州市,福建/福州/福州,Fuzhou
WSSU6SWYKMJ0,福建省/福州市/鼓楼区,福建/福州/鼓楼,Gulou
WSSU4ZQ6D7WR,福建省/福州市/台江区,福建/福州/台江,Taijiang
WSSU4N0Z7VJ9,福建省/福州市/仓山区,福建/福州/仓山,Cangshan
WSSGY5V35CQZ,福建省/福州市/马尾区,福建/福州/马尾,Mawei
WSSU7K8V49R4,福建省/福州市/晋安区,福建/福州/晋安,Jinan
WSSGXXXY1YGK,福建省/福州市/长乐区,福建/福州/长乐,Changle
WSSSYB7YF1Q6,福建省/福州市/闽侯县,福建/福州/闽侯,Minhou
WSSVPCX44CGZ,福建省/福州市/连江县,福建/福州/连江,Lianjiang
WSTN8KT9HVV0,福建省/福州市/罗源县,福建/福州/罗源,Luoyuan
WSST0MPYTDR0,福建省/福州市/闽清县,福建/福州/闽清,Minqing
WSSE4M6PTVE9,福建省/福州市/永泰县,福建/福州/永泰,Yongtai
WST1JTV0U2C3,福建省/福州市/平潭县,福建/福州/平潭,Pingtan
WSSFKD1VGEEB,福建省/福州市/福清市,福建/福州/福清,Fuqing
WS7GQBRNR6V8,福建省/厦门市,福建/厦门/厦门,Xiamen
WS7GNFTT1KYV,福建省/厦门市/思明区,福建/厦门/思明,Siming
WS7GMCC298MV,福建省/厦门市/海沧区,福建/厦门/海沧,Haicang
WSK52QUM8ZN2,福建省/厦门市/湖里区,福建/厦门/湖里,Huli
WS7GZ62HZ7FN,福建省/厦门市/集美区,福建/厦门/集美,Jimei
WSKH8TFNWW1K,福建省/厦门市/同安区,福建/厦门/同安,Tongan
WSKH4DNJVNBP,福建省/厦门市/翔安区,福建/厦门/翔安,Xiangan
WSS8S6CQZBPG,福建省/莆田市,福建/莆田/莆田,Putian
WSS8EVMHKZX6,福建省/莆田市/城厢区,福建/莆田/城厢,Chengxiang
WSS8Y1JBZPUE,福建省/莆田市/涵江区,福建/莆田/涵江,Hanjiang
WSS8SM7SRP86,福建省/莆田市/荔城区,福建/莆田/荔城,Licheng
WSKZ5N0G42QG,福建省/莆田市/秀屿区,福建/莆田/秀屿,Xiuyu
WSS2KDKNUQVB,福建省/莆田市/仙游县,福建/莆田/仙游,Xianyou
WSETKW23BDUT,福建省/三明市,福建/三明/三明,Sanming
WSETKZPX8XNH,福建省/三明市/梅列区,福建/三明/梅列,Meilie
WSETK0KH29J0,福建省/三明市/三元区,福建/三明/三元,Sanyuan
WSEQ4BW2MUQ1,福建省/三明市/明溪县,福建/三明/明溪,Mingxi
WSEHFMCTX39R,福建省/三明市/清流县,福建/三明/清流,Qingliu
WSDVQQMCY4BM,福建省/三明市/宁化县,福建/三明/宁化,Ninghua
WSEF1WXC251P,福建省/三明市/大田县,福建/三明/大田,Datian
WSSHCK0539DF,福建省/三明市/尤溪县,福建/三明/尤溪,Youxi
WSEY0JUZ0UTQ,福建省/三明市/沙县,福建/三明/沙县,Shaxian
WSG8145193HS,福建省/三明市/将乐县,福建/三明/将乐,Jiangle
WSG342BXFGKQ,福建省/三明市/泰宁县,福建/三明/泰宁,Taining
WSG0DS3006D0,福建省/三明市/建宁县,福建/三明/建宁,Jianning
WSE7YCD0RPP0,福建省/三明市/永安市,福建/三明/永安,Yongan
WSKMS3KBE2JM,福建省/泉州市,福建/泉州/泉州,Quanzhou
WSKMDQV4EHBK,福建省/泉州市/鲤城区,福建/泉州/鲤城,Licheng
WSKME5B5PD5M,福建省/泉州市/丰泽区,福建/泉州/丰泽,Fengze
WSKMUKDMV3H2,福建省/泉州市/洛江区,福建/泉州/洛江,Luojiang
WSKWCVKYYD0V,福建省/泉州市/泉港区,福建/泉州/泉港,Quangang
WSKQRKED2DHM,福建省/泉州市/惠安县,福建/泉州/惠安,Huian
WSKN97B53DDZ,福建省/泉州市/安溪县,福建/泉州/安溪,Anxi
WSS05CR7TY17,福建省/泉州市/永春县,福建/泉州/永春,Yongchun
WSS146HKQ8T9,福建省/泉州市/德化县,福建/泉州/德化,Dehua
WSK5H226V4KW,福建省/泉州市/金门县,福建/泉州/金门,Jinmen
WSKKEVYQ9QHK,福建省/泉州市/石狮市,福建/泉州/石狮,Shishi
WSKM4Q76FR2E,福建省/泉州市/晋江市,福建/泉州/晋江,Jinjiang
WSKNJC9SVCMG,福建省/泉州市/南安市,福建/泉州/南安,Nanan
WS7EMPWP7EQ3,福建省/漳州市,福建/漳州/漳州,Zhangzhou
WS7EMNTE8EBT,福建省/漳州市/芗城区,福建/漳州/芗城,Xiangcheng
WS7EQMNJDJ9T,福建省/漳州市/龙文区,福建/漳州/龙文,Longwen
WS72JZVNG5T4,福建省/漳州市/云霄县,福建/漳州/云霄,Yunxiao
WS79K88R2WH8,福建省/漳州市/漳浦县,福建/漳州/漳浦,Zhangpu
WS5QFQPG5BKZ,福建省/漳州市/诏安县,福建/漳州/诏安,Zhaoan
WS7SP3YVVUES,福建省/漳州市/长泰县,福建/漳州/长泰,Changtai
WS5WB4MYT24Q,福建省/漳州市/东山县,福建/漳州/东山,Dongshan
WS77QZDPR5R1,福建省/漳州市/南靖县,福建/漳州/南靖,Nanjing
WS76THRM8172,福建省/漳州市/平和县,福建/漳州/平和,Pinghe
WS7W66Y8P6PC,福建省/漳州市/华安县,福建/漳州/华安,Huaan
WS7G14CZSFRE,福建省/漳州市/龙海市,福建/漳州/龙海,Longhai
WSSP952Z8846,福建省/南平市,福建/南平/南平,Nanping
WSSP91VC9V9P,福建省/南平市/延平区,福建/南平/延平,Yanping
WSGGRZK2G3R8,福建省/南平市/建阳区,福建/南平/建阳,Jianyang
WSGB2WG36FN7,福建省/南平市/顺昌县,福建/南平/顺昌,Shunchang
WSUQC4WVV1JZ,福建省/南平市/浦城县,福建/南平/浦城,Pucheng
WSGKTZM47HJP,福建省/南平市/光泽县,福建/南平/光泽,Guangze
WSUKWGSVYEGQ,福建省/南平市/松溪县,福建/南平/松溪,Songxi
WSUE8QXCV9Z1,福建省/南平市/政和县,福建/南平/政和,Zhenghe
WSGE9QD3F3V1,福建省/南平市/邵武市,福建/南平/邵武,Shaowu
WSGVVZ6GFR4Y,福建省/南平市/武夷山市,福建/南平/武夷山,Wuyishan
WSU1U2TVPV4W,福建省/南平市/建瓯市,福建/南平/建瓯,Jianou
WS7NZ16DHEHU,福建省/龙岩市,福建/龙岩/龙岩,Longyan
WS7NZ1KRFSM0,福建省/龙岩市/新罗区,福建/龙岩/新罗,Xinluo
WS7H8K0HQJUX,福建省/龙岩市/永定区,福建/龙岩/永定,Yongding
WSDDZW5QXSBP,福建省/龙岩市/长汀县,福建/龙岩/长汀,Changting
WS6Y90NQYD7Y,福建省/龙岩市/上杭县,福建/龙岩/上杭,Shanghang
WS6WCCM6N54S,福建省/龙岩市/武平县,福建/龙岩/武平,Wuping
WSE42DNVB5T8,福建省/龙岩市/连城县,福建/龙岩/连城,Liancheng
WS7RZVWXHMCF,福建省/龙岩市/漳平市,福建/龙岩/漳平,Zhangping
WSSZXXPU1B76,福建省/宁德市,福建/宁德/宁德,Ningde
WSSZXY1127B3,福建省/宁德市/蕉城区,福建/宁德/蕉城,Jiaocheng
WSV2FTM76EJM,福建省/宁德市/霞浦县,福建/宁德/霞浦,Xiapu
WSSRNNXPEX1U,福建省/宁德市/古田县,福建/宁德/古田,Gutian
WSU95KWS6GWP,福建省/宁德市/屏南县,福建/宁德/屏南,Pingnan
WSUUR2C0RG4K,福建省/宁德市/寿宁县,福建/宁德/寿宁,Shouning
WSUF73J3QW3J,福建省/宁德市/周宁县,福建/宁德/周宁,Zhouning
WSV6BMHD0RZV,福建省/宁德市/柘荣县,福建/宁德/柘荣,Zherong
WSV449Y2RJFK,福建省/宁德市/福安市,福建/宁德/福安,Fuan
WSV7RXM8C130,福建省/宁德市/福鼎市,福建/宁德/福鼎,Fuding
WT47HJP3HEMP,江西省/南昌市,江西/南昌/南昌,Nanchang
WT47JNXDRDZB,江西省/南昌市/东湖区,江西/南昌/东湖,Donghu
WT47H9XDJYVW,江西省/南昌市/西湖区,江西/南昌/西湖,Xihu
WT46VFGN0UR8,江西省/南昌市/青云谱区,江西/南昌/青云谱,Qingyunpu
WT4737UYM11F,江西省/南昌市/湾里区,江西/南昌/湾里,Wanli
WT47NWJMXSFE,江西省/南昌市/青山湖区,江西/南昌/青山湖,Qingshanhu
WT47789T9EG2,江西省/南昌市/新建区,江西/南昌/新建,Xinjian
WT46QJ3EUC9R,江西省/南昌市/南昌县,江西/南昌/南昌县,Nanchangxian
WT4HJ7UZQJUC,江西省/南昌市/安义县,江西/南昌/安义,Anyi
WT49MU95PR79,江西省/南昌市/进贤县,江西/南昌/进贤,Jinxian
WT5QD22W4GKR,江西省/景德镇市,江西/景德镇/景德镇,Jingdezhen
WT5QD3W9X9C9,江西省/景德镇市/昌江区,江西/景德镇/昌江,Changjiang
